__time,/pez/service_rtt_magnet/call_id,/pez/service_rtt_magnet/request_stamp/nanosec,/pez/service_rtt_magnet/request_stamp/sec,/pez/service_rtt_magnet/response_stamp/nanosec,/pez/service_rtt_magnet/response_stamp/sec,/pez/service_rtt_magnet/rtt/nanosec,/pez/service_rtt_magnet/rtt/sec,/pez/service_rtt_magnet/success,/pez/service_rtt_neutral/call_id,/pez/service_rtt_neutral/request_stamp/nanosec,/pez/service_rtt_neutral/request_stamp/sec,/pez/service_rtt_neutral/response_stamp/nanosec,/pez/service_rtt_neutral/response_stamp/sec,/pez/service_rtt_neutral/rtt/nanosec,/pez/service_rtt_neutral/rtt/sec,/pez/service_rtt_neutral/success,/pez/service_rtt_start/call_id,/pez/service_rtt_start/request_stamp/nanosec,/pez/service_rtt_start/request_stamp/sec,/pez/service_rtt_start/response_stamp/nanosec,/pez/service_rtt_start/response_stamp/sec,/pez/service_rtt_start/rtt/nanosec,/pez/service_rtt_start/rtt/sec,/pez/service_rtt_start/success,/pez/service_rtt_stop/call_id,/pez/service_rtt_stop/request_stamp/nanosec,/pez/service_rtt_stop/request_stamp/sec,/pez/service_rtt_stop/response_stamp/nanosec,/pez/service_rtt_stop/response_stamp/sec,/pez/service_rtt_stop/rtt/nanosec,/pez/service_rtt_stop/rtt/sec,/pez/service_rtt_stop/success,rt_ms_stop,rtt_ms_magnet,rtt_ms_neutral,rtt_ms_start
1753950881.426482,,,,,,,,,,,,,,,,,,,,,,,,,114.000000000,997479948.000000000,1753950880.000000000,47849239.000000000,1753950881.000000000,50369291.000000000,0.000000000,1.000000000,50.369291000,,,
1753950881.884447,,,,,,,,,,,,,,,,,115.000000000,497372969.000000000,1753950881.000000000,506743572.000000000,1753950881.000000000,9370603.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.370603000
1753950882.385391,116.000000000,997497384.000000000,1753950881.000000000,8363664.000000000,1753950882.000000000,10866280.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.866280000,,
1753950882.883870,,,,,,,,,117.000000000,497270304.000000000,1753950882.000000000,506442169.000000000,1753950882.000000000,9171865.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.171865000,
1753950883.884528,118.000000000,497381589.000000000,1753950883.000000000,507321567.000000000,1753950883.000000000,9939978.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.939978000,,
1753950884.427148,,,,,,,,,,,,,,,,,,,,,,,,,119.000000000,997249401.000000000,1753950883.000000000,49469388.000000000,1753950884.000000000,52219987.000000000,0.000000000,1.000000000,52.219987000,,,
1753950884.884237,,,,,,,,,,,,,,,,,120.000000000,496995741.000000000,1753950884.000000000,506494320.000000000,1753950884.000000000,9498579.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.498579000
1753950885.384351,121.000000000,997267334.000000000,1753950884.000000000,6648633.000000000,1753950885.000000000,9381299.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.381299000,,
1753950885.884475,,,,,,,,,122.000000000,497330090.000000000,1753950885.000000000,505962700.000000000,1753950885.000000000,8632610.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,8.632610000,
1753950886.883100,123.000000000,497225383.000000000,1753950886.000000000,505363647.000000000,1753950886.000000000,8138264.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,8.138264000,,
1753950887.428090,,,,,,,,,,,,,,,,,,,,,,,,,124.000000000,997162245.000000000,1753950886.000000000,49279202.000000000,1753950887.000000000,52116957.000000000,0.000000000,1.000000000,52.116957000,,,
1753950887.884742,,,,,,,,,,,,,,,,,125.000000000,497294757.000000000,1753950887.000000000,506990897.000000000,1753950887.000000000,9696140.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.696140000
1753950888.387356,126.000000000,997139684.000000000,1753950887.000000000,8711535.000000000,1753950888.000000000,11571851.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.571851000,,
1753950888.884798,,,,,,,,,127.000000000,497238724.000000000,1753950888.000000000,507150180.000000000,1753950888.000000000,9911456.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.911456000,
1753950889.884497,128.000000000,497359118.000000000,1753950889.000000000,507374129.000000000,1753950889.000000000,10015011.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.015011000,,
1753950890.426876,,,,,,,,,,,,,,,,,,,,,,,,,129.000000000,997240756.000000000,1753950889.000000000,49208061.000000000,1753950890.000000000,51967305.000000000,0.000000000,1.000000000,51.967305000,,,
1753950890.885127,,,,,,,,,,,,,,,,,130.000000000,497471304.000000000,1753950890.000000000,507390627.000000000,1753950890.000000000,9919323.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.919323000
1753950891.385304,131.000000000,997277144.000000000,1753950890.000000000,6556286.000000000,1753950891.000000000,9279142.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.279142000,,
1753950891.884869,,,,,,,,,132.000000000,497148517.000000000,1753950891.000000000,507205798.000000000,1753950891.000000000,10057281.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,10.057281000,
1753950892.889786,133.000000000,497173554.000000000,1753950892.000000000,510110662.000000000,1753950892.000000000,12937108.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,12.937108000,,
1753950893.426510,,,,,,,,,,,,,,,,,,,,,,,,,134.000000000,997082750.000000000,1753950892.000000000,47408572.000000000,1753950893.000000000,50325822.000000000,0.000000000,1.000000000,50.325822000,,,
1753950893.883511,,,,,,,,,,,,,,,,,135.000000000,497201422.000000000,1753950893.000000000,505381032.000000000,1753950893.000000000,8179610.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.179610000
1753950894.387273,136.000000000,997280008.000000000,1753950893.000000000,10153740.000000000,1753950894.000000000,12873732.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,12.873732000,,
1753950894.884795,,,,,,,,,137.000000000,497209282.000000000,1753950894.000000000,507150652.000000000,1753950894.000000000,9941370.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.941370000,
1753950895.883780,138.000000000,497255733.000000000,1753950895.000000000,506493641.000000000,1753950895.000000000,9237908.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.237908000,,
1753950896.425149,,,,,,,,,,,,,,,,,,,,,,,,,139.000000000,997121462.000000000,1753950895.000000000,46685125.000000000,1753950896.000000000,49563663.000000000,0.000000000,1.000000000,49.563663000,,,
1753950896.884675,,,,,,,,,,,,,,,,,140.000000000,497447128.000000000,1753950896.000000000,506834100.000000000,1753950896.000000000,9386972.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.386972000
1753950897.387585,141.000000000,997376633.000000000,1753950896.000000000,10261612.000000000,1753950897.000000000,12884979.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,12.884979000,,
1753950897.884238,,,,,,,,,142.000000000,497416609.000000000,1753950897.000000000,506418014.000000000,1753950897.000000000,9001405.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.001405000,
1753950898.883773,143.000000000,497275572.000000000,1753950898.000000000,506725111.000000000,1753950898.000000000,9449539.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.449539000,,
1753950899.428181,,,,,,,,,,,,,,,,,,,,,,,,,144.000000000,997184613.000000000,1753950898.000000000,49512303.000000000,1753950899.000000000,52327690.000000000,0.000000000,1.000000000,52.327690000,,,
1753950899.883097,,,,,,,,,,,,,,,,,145.000000000,497005324.000000000,1753950899.000000000,505311141.000000000,1753950899.000000000,8305817.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.305817000
1753950900.385908,146.000000000,997126459.000000000,1753950899.000000000,7535411.000000000,1753950900.000000000,10408952.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.408952000,,
1753950900.886761,,,,,,,,,147.000000000,497308178.000000000,1753950900.000000000,508562918.000000000,1753950900.000000000,11254740.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,11.254740000,
1753950901.886712,148.000000000,497170151.000000000,1753950901.000000000,508718175.000000000,1753950901.000000000,11548024.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.548024000,,
1753950902.425187,,,,,,,,,,,,,,,,,,,,,,,,,149.000000000,997295844.000000000,1753950901.000000000,46797279.000000000,1753950902.000000000,49501435.000000000,0.000000000,1.000000000,49.501435000,,,
1753950902.884606,,,,,,,,,,,,,,,,,150.000000000,497346794.000000000,1753950902.000000000,506594768.000000000,1753950902.000000000,9247974.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.247974000
1753950903.385575,151.000000000,997308881.000000000,1753950902.000000000,6856410.000000000,1753950903.000000000,9547529.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.547529000,,
1753950903.885104,,,,,,,,,152.000000000,497251029.000000000,1753950903.000000000,507238755.000000000,1753950903.000000000,9987726.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.987726000,
1753950904.885024,153.000000000,497193907.000000000,1753950904.000000000,507522010.000000000,1753950904.000000000,10328103.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.328103000,,
1753950905.425853,,,,,,,,,,,,,,,,,,,,,,,,,154.000000000,997251772.000000000,1753950904.000000000,47242846.000000000,1753950905.000000000,49991074.000000000,0.000000000,1.000000000,49.991074000,,,
1753950905.883231,,,,,,,,,,,,,,,,,155.000000000,497127359.000000000,1753950905.000000000,505435523.000000000,1753950905.000000000,8308164.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.308164000
1753950906.386298,156.000000000,997342490.000000000,1753950905.000000000,6458852.000000000,1753950906.000000000,9116362.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.116362000,,
1753950906.882233,,,,,,,,,157.000000000,497154005.000000000,1753950906.000000000,504083691.000000000,1753950906.000000000,6929686.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,6.929686000,
1753950907.882847,158.000000000,497363013.000000000,1753950907.000000000,505140972.000000000,1753950907.000000000,7777959.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.777959000,,
1753950908.424906,,,,,,,,,,,,,,,,,,,,,,,,,159.000000000,997178494.000000000,1753950907.000000000,46515552.000000000,1753950908.000000000,49337058.000000000,0.000000000,1.000000000,49.337058000,,,
1753950908.883473,,,,,,,,,,,,,,,,,160.000000000,497305416.000000000,1753950908.000000000,504244240.000000000,1753950908.000000000,6938824.000000000,0.000000000,1.000000000,,,,,,,,,,,,6.938824000
1753950909.382778,161.000000000,997261756.000000000,1753950908.000000000,4920852.000000000,1753950909.000000000,7659096.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.659096000,,
1753950909.881942,,,,,,,,,162.000000000,497235245.000000000,1753950909.000000000,503982484.000000000,1753950909.000000000,6747239.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,6.747239000,
1753950910.882208,163.000000000,497203503.000000000,1753950910.000000000,504796837.000000000,1753950910.000000000,7593334.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.593334000,,
1753950911.425720,,,,,,,,,,,,,,,,,,,,,,,,,164.000000000,997356748.000000000,1753950910.000000000,47036702.000000000,1753950911.000000000,49679954.000000000,0.000000000,1.000000000,49.679954000,,,
1753950911.884752,,,,,,,,,,,,,,,,,165.000000000,497237399.000000000,1753950911.000000000,506271959.000000000,1753950911.000000000,9034560.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.034560000
1753950912.387096,166.000000000,997266886.000000000,1753950911.000000000,9165714.000000000,1753950912.000000000,11898828.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.898828000,,
1753950912.885345,,,,,,,,,167.000000000,497205352.000000000,1753950912.000000000,506995768.000000000,1753950912.000000000,9790416.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.790416000,
1753950913.885371,168.000000000,497409350.000000000,1753950913.000000000,507598966.000000000,1753950913.000000000,10189616.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.189616000,,
1753950914.426980,,,,,,,,,,,,,,,,,,,,,,,,,169.000000000,997281738.000000000,1753950913.000000000,47806791.000000000,1753950914.000000000,50525053.000000000,0.000000000,1.000000000,50.525053000,,,
1753950914.885033,,,,,,,,,,,,,,,,,170.000000000,497253667.000000000,1753950914.000000000,506874368.000000000,1753950914.000000000,9620701.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.620701000
1753950915.386530,171.000000000,997488176.000000000,1753950914.000000000,8681162.000000000,1753950915.000000000,11192986.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.192986000,,
1753950915.888439,,,,,,,,,172.000000000,497219988.000000000,1753950915.000000000,510610409.000000000,1753950915.000000000,13390421.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,13.390421000,
1753950916.884687,173.000000000,497080761.000000000,1753950916.000000000,506443772.000000000,1753950916.000000000,9363011.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.363011000,,
1753950917.425365,,,,,,,,,,,,,,,,,,,,,,,,,174.000000000,997296020.000000000,1753950916.000000000,46798072.000000000,1753950917.000000000,49502052.000000000,0.000000000,1.000000000,49.502052000,,,
1753950917.884778,,,,,,,,,,,,,,,,,175.000000000,497265110.000000000,1753950917.000000000,506406833.000000000,1753950917.000000000,9141723.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.141723000
1753950918.385889,176.000000000,997273606.000000000,1753950917.000000000,6947933.000000000,1753950918.000000000,9674327.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.674327000,,
1753950918.883586,,,,,,,,,177.000000000,497303173.000000000,1753950918.000000000,505740852.000000000,1753950918.000000000,8437679.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,8.437679000,
1753950919.887428,178.000000000,497230826.000000000,1753950919.000000000,509705119.000000000,1753950919.000000000,12474293.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,12.474293000,,
1753950920.426014,,,,,,,,,,,,,,,,,,,,,,,,,179.000000000,997275324.000000000,1753950919.000000000,47383636.000000000,1753950920.000000000,50108312.000000000,0.000000000,1.000000000,50.108312000,,,
1753950920.883978,,,,,,,,,,,,,,,,,180.000000000,497175941.000000000,1753950920.000000000,506127630.000000000,1753950920.000000000,8951689.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.951689000
1753950921.386903,181.000000000,997248589.000000000,1753950920.000000000,7420808.000000000,1753950921.000000000,10172219.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.172219000,,
1753950921.884847,,,,,,,,,182.000000000,497325292.000000000,1753950921.000000000,507049208.000000000,1753950921.000000000,9723916.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.723916000,
1753950922.886062,183.000000000,497451823.000000000,1753950922.000000000,507803294.000000000,1753950922.000000000,10351471.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.351471000,,
1753950923.428819,,,,,,,,,,,,,,,,,,,,,,,,,184.000000000,997323716.000000000,1753950922.000000000,49386362.000000000,1753950923.000000000,52062646.000000000,0.000000000,1.000000000,52.062646000,,,
1753950923.884103,,,,,,,,,,,,,,,,,185.000000000,497312550.000000000,1753950923.000000000,506076179.000000000,1753950923.000000000,8763629.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.763629000
1753950924.386550,186.000000000,997381046.000000000,1753950923.000000000,7549831.000000000,1753950924.000000000,10168785.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.168785000,,
1753950924.884586,,,,,,,,,187.000000000,497310511.000000000,1753950924.000000000,506419319.000000000,1753950924.000000000,9108808.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.108808000,
1753950925.887961,188.000000000,497245168.000000000,1753950925.000000000,510481369.000000000,1753950925.000000000,13236201.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,13.236201000,,
1753950926.425538,,,,,,,,,,,,,,,,,,,,,,,,,189.000000000,997247432.000000000,1753950925.000000000,47175674.000000000,1753950926.000000000,49928242.000000000,0.000000000,1.000000000,49.928242000,,,
1753950926.885733,,,,,,,,,,,,,,,,,190.000000000,497255526.000000000,1753950926.000000000,506508882.000000000,1753950926.000000000,9253356.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.253356000
1753950927.387392,191.000000000,997294654.000000000,1753950926.000000000,8075592.000000000,1753950927.000000000,10780938.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.780938000,,
1753950927.884207,,,,,,,,,192.000000000,497240795.000000000,1753950927.000000000,506291413.000000000,1753950927.000000000,9050618.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.050618000,
1753950928.885307,193.000000000,497284043.000000000,1753950928.000000000,507550153.000000000,1753950928.000000000,10266110.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.266110000,,
1753950929.427603,,,,,,,,,,,,,,,,,,,,,,,,,194.000000000,997287415.000000000,1753950928.000000000,48292680.000000000,1753950929.000000000,51005265.000000000,0.000000000,1.000000000,51.005265000,,,
1753950929.886948,,,,,,,,,,,,,,,,,195.000000000,497380686.000000000,1753950929.000000000,508647502.000000000,1753950929.000000000,11266816.000000000,0.000000000,1.000000000,,,,,,,,,,,,11.266816000
1753950930.387574,196.000000000,997358903.000000000,1753950929.000000000,7997647.000000000,1753950930.000000000,10638744.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.638744000,,
1753950930.884254,,,,,,,,,197.000000000,497370634.000000000,1753950930.000000000,505899730.000000000,1753950930.000000000,8529096.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,8.529096000,
1753950931.884844,198.000000000,497264104.000000000,1753950931.000000000,506704453.000000000,1753950931.000000000,9440349.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.440349000,,
1753950932.425849,,,,,,,,,,,,,,,,,,,,,,,,,199.000000000,997377243.000000000,1753950931.000000000,47200247.000000000,1753950932.000000000,49823004.000000000,0.000000000,1.000000000,49.823004000,,,
1753950932.883858,,,,,,,,,,,,,,,,,200.000000000,497293652.000000000,1753950932.000000000,505949516.000000000,1753950932.000000000,8655864.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.655864000
1753950933.388124,201.000000000,997453241.000000000,1753950932.000000000,11018394.000000000,1753950933.000000000,13565153.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,13.565153000,,
1753950933.884656,,,,,,,,,202.000000000,497403559.000000000,1753950933.000000000,506647862.000000000,1753950933.000000000,9244303.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.244303000,
1753950934.889338,203.000000000,497419406.000000000,1753950934.000000000,511521711.000000000,1753950934.000000000,14102305.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,14.102305000,,
1753950935.425717,,,,,,,,,,,,,,,,,,,,,,,,,204.000000000,997436698.000000000,1753950934.000000000,47124705.000000000,1753950935.000000000,49688007.000000000,0.000000000,1.000000000,49.688007000,,,
1753950935.884614,,,,,,,,,,,,,,,,,205.000000000,497395347.000000000,1753950935.000000000,506584328.000000000,1753950935.000000000,9188981.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.188981000
1753950936.386068,206.000000000,997304237.000000000,1753950935.000000000,7372585.000000000,1753950936.000000000,10068348.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.068348000,,
1753950936.885255,,,,,,,,,207.000000000,497373204.000000000,1753950936.000000000,506693190.000000000,1753950936.000000000,9319986.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.319986000,
1753950937.886368,208.000000000,497396204.000000000,1753950937.000000000,508436780.000000000,1753950937.000000000,11040576.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.040576000,,
1753950938.425677,,,,,,,,,,,,,,,,,,,,,,,,,209.000000000,997410609.000000000,1753950937.000000000,47166008.000000000,1753950938.000000000,49755399.000000000,0.000000000,1.000000000,49.755399000,,,
1753950938.884233,,,,,,,,,,,,,,,,,210.000000000,497457299.000000000,1753950938.000000000,506369286.000000000,1753950938.000000000,8911987.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.911987000
1753950939.383798,211.000000000,997231168.000000000,1753950938.000000000,5835069.000000000,1753950939.000000000,8603901.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,8.603901000,,
1753950939.884207,,,,,,,,,212.000000000,497377688.000000000,1753950939.000000000,506034525.000000000,1753950939.000000000,8656837.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,8.656837000,
1753950940.886912,213.000000000,497430281.000000000,1753950940.000000000,509395344.000000000,1753950940.000000000,11965063.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.965063000,,
1753950941.437629,,,,,,,,,,,,,,,,,,,,,,,,,214.000000000,997254300.000000000,1753950940.000000000,49199440.000000000,1753950941.000000000,51945140.000000000,0.000000000,1.000000000,51.945140000,,,
1753950941.884927,,,,,,,,,,,,,,,,,215.000000000,497250440.000000000,1753950941.000000000,506806670.000000000,1753950941.000000000,9556230.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.556230000
1753950942.386240,216.000000000,997246854.000000000,1753950941.000000000,7436602.000000000,1753950942.000000000,10189748.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.189748000,,
1753950942.885190,,,,,,,,,217.000000000,497334229.000000000,1753950942.000000000,507194305.000000000,1753950942.000000000,9860076.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,9.860076000,
1753950943.884886,218.000000000,497372650.000000000,1753950943.000000000,507500987.000000000,1753950943.000000000,10128337.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.128337000,,
1753950944.425476,,,,,,,,,,,,,,,,,,,,,,,,,219.000000000,997312128.000000000,1753950943.000000000,46939677.000000000,1753950944.000000000,49627549.000000000,0.000000000,1.000000000,49.627549000,,,
1753950944.885253,,,,,,,,,,,,,,,,,220.000000000,497324667.000000000,1753950944.000000000,507150093.000000000,1753950944.000000000,9825426.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.825426000
1753950945.386081,221.000000000,997056558.000000000,1753950944.000000000,8770803.000000000,1753950945.000000000,11714245.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.714245000,,
1753950945.887150,,,,,,,,,222.000000000,497347767.000000000,1753950945.000000000,509411630.000000000,1753950945.000000000,12063863.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,12.063863000,
1753950946.885476,223.000000000,497369279.000000000,1753950946.000000000,507108522.000000000,1753950946.000000000,9739243.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.739243000,,
1753950947.426265,,,,,,,,,,,,,,,,,,,,,,,,,224.000000000,997333225.000000000,1753950946.000000000,47532100.000000000,1753950947.000000000,50198875.000000000,0.000000000,1.000000000,50.198875000,,,
1753950947.885489,,,,,,,,,,,,,,,,,225.000000000,497361377.000000000,1753950947.000000000,507507564.000000000,1753950947.000000000,10146187.000000000,0.000000000,1.000000000,,,,,,,,,,,,10.146187000
1753950948.387803,226.000000000,997230382.000000000,1753950947.000000000,8252189.000000000,1753950948.000000000,11021807.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.021807000,,
1753950948.883945,,,,,,,,,227.000000000,497228543.000000000,1753950948.000000000,505908030.000000000,1753950948.000000000,8679487.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,8.679487000,
1753950949.887533,228.000000000,497417157.000000000,1753950949.000000000,507559168.000000000,1753950949.000000000,10142011.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.142011000,,
1753950950.426197,,,,,,,,,,,,,,,,,,,,,,,,,229.000000000,997414981.000000000,1753950949.000000000,47553849.000000000,1753950950.000000000,50138868.000000000,0.000000000,1.000000000,50.138868000,,,
1753950950.884780,,,,,,,,,,,,,,,,,230.000000000,497351863.000000000,1753950950.000000000,506787173.000000000,1753950950.000000000,9435310.000000000,0.000000000,1.000000000,,,,,,,,,,,,9.435310000
1753950951.386720,231.000000000,997237163.000000000,1753950950.000000000,7491556.000000000,1753950951.000000000,10254393.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.254393000,,
1753950951.884424,,,,,,,,,232.000000000,497404315.000000000,1753950951.000000000,506161077.000000000,1753950951.000000000,8756762.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,8.756762000,
1753950952.886968,233.000000000,497243322.000000000,1753950952.000000000,509079999.000000000,1753950952.000000000,11836677.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.836677000,,
1753950953.428343,,,,,,,,,,,,,,,,,,,,,,,,,234.000000000,997430365.000000000,1753950952.000000000,50220164.000000000,1753950953.000000000,52789799.000000000,0.000000000,1.000000000,52.789799000,,,
1753950953.889188,,,,,,,,,,,,,,,,,235.000000000,497195688.000000000,1753950953.000000000,510869220.000000000,1753950953.000000000,13673532.000000000,0.000000000,1.000000000,,,,,,,,,,,,13.673532000
1753950954.388055,236.000000000,997323679.000000000,1753950953.000000000,10427862.000000000,1753950954.000000000,13104183.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,13.104183000,,
1753950954.886206,,,,,,,,,237.000000000,497442710.000000000,1753950954.000000000,507529463.000000000,1753950954.000000000,10086753.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,10.086753000,
1753950955.890086,238.000000000,497430415.000000000,1753950955.000000000,510750861.000000000,1753950955.000000000,13320446.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,13.320446000,,
1753950956.425685,,,,,,,,,,,,,,,,,,,,,,,,,239.000000000,997202039.000000000,1753950955.000000000,47084560.000000000,1753950956.000000000,49882521.000000000,0.000000000,1.000000000,49.882521000,,,
1753950956.884295,,,,,,,,,,,,,,,,,240.000000000,497291081.000000000,1753950956.000000000,506255817.000000000,1753950956.000000000,8964736.000000000,0.000000000,1.000000000,,,,,,,,,,,,8.964736000
1753950957.388357,241.000000000,997300035.000000000,1753950956.000000000,11247138.000000000,1753950957.000000000,13947103.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,13.947103000,,
1753950957.890761,,,,,,,,,242.000000000,497284842.000000000,1753950957.000000000,508356137.000000000,1753950957.000000000,11071295.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,11.071295000,
1753950958.886310,243.000000000,497316409.000000000,1753950958.000000000,507929629.000000000,1753950958.000000000,10613220.000000000,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,10.613220000,,
1753950959.426139,,,,,,,,,,,,,,,,,,,,,,,,,244.000000000,997273326.000000000,1753950958.000000000,47599114.000000000,1753950959.000000000,50325788.000000000,0.000000000,1.000000000,50.325788000,,,
